name,parse,generate,compile,error
modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM/validation-subjects/metamodels/petri.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM/validation-subjects/metamodels/ptnetLoLA.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM/validation-subjects/metamodels/rif11a.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM/validation-subjects/metamodels/rif11a.ecore: unexpected package content line 6, column 3 current parser state: | `<eSubpackages name=""rif"" nsURI=""http://automotive-his.de/200706/rif/rif"" nsPrefix=""rif"">` | `    <eSubpackages name=""ExchangeFile"" nsURI=""http://automotive-his.de/200706/rif/rif/ef""` parsing failed"
modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM/validation-subjects/metamodels/rif12.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM/validation-subjects/metamodels/rif12.ecore: unexpected package content line 6, column 3 current parser state: | `<eSubpackages name=""ExchangeFile"" nsURI=""http://automotive-his.de/200807/rif/ef""` | `      nsPrefix=""rif"">` parsing failed"
modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM/validation-subjects/metamodels/src.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM/validation-subjects/metamodels/timedAutomata.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM/validation-subjects/metamodels/timedAutomata.ecore: unexpected package content line 6, column 3 current parser state: | `<eSubpackages name=""base"" nsURI=""http://www.emftext.org/language/timedAutomata/base""` | `      nsPrefix=""base"">` parsing failed"
modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM/validation-subjects/metamodels/typeslibrary.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM/validation-subjects/metamodels/uma.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM/validation-subjects/metamodels/uma.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2003/XMLType#//String` failed to parse structural features failed to parse class `ActivityDescription` line 14, column 147 current parser state: | `` | `      <eAnnotations source=""http://www.eclipse.org/emf/2002/GenModel"">` parsing failed"
modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM-COMLAN-data/quality-models/qualityMetamodel.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM-COMLAN-data/quality-models/qualityMetamodel.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2002/Ecore#//EIntegerObject` failed to parse structural features failed to parse class `RangeValueType` line 56, column 145 current parser state: | `` | `    <eStructuralFeatures xsi:type=""ecore:EAttribute"" name=""max"" eType=""ecore:EDataType http://www.eclipse.org/emf/2002/Ecore#//EIntegerObject""/>` parsing failed"
modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM-COMLAN-data/tools/QualityMetamodel/model/qualityMetamodel.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM-COMLAN-data/tools/QualityMetamodel/model/qualityMetamodel.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2002/Ecore#//EIntegerObject` failed to parse structural features failed to parse class `RangeValueType` line 54, column 145 current parser state: | `` | `    <eStructuralFeatures xsi:type=""ecore:EAttribute"" name=""max"" eType=""ecore:EDataType http://www.eclipse.org/emf/2002/Ecore#//EIntegerObject""/>` parsing failed"
modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM-COMLAN-data/validation-subjects/metamodels/Alf.ecore,true,false,false,"generate: timeout after 120s: /arachne/target/debug/arachne generate modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM-COMLAN-data/validation-subjects/metamodels/Alf.ecore -o /var/folders/24/3kt9vzrj6qzd_r760kn9ybsm0000gn/T/arachne-modelset-wtmcu15i/generated-00011 -p modelset-00011-3e1c0b01 [INFO  arachne] Starting code generation [INFO  arachne_codegen] Validating configuration [INFO  arachne_codegen] Parsing ecore metamodel: ""modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM-COMLAN-data/validation-subjects/metamodels/Alf.ecore"" [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `1` to `false` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `1` to `destroyLink` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `2` to `clearAssoc` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `1` to `reject` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `1` to `iterate` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `1` to `exists` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `2` to `one` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `1` to `determined` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `2` to `assured` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `3` to `parallel` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `1` to `+=` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `2` to `-=` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `3` to `*=` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `4` to `%=` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `5` to `/=` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `6` to `&amp;=` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `7` to `|=` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `8` to `^=` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `9` to `&lt;&lt;=` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `10` to `>>=` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `11` to `>>>=` [INFO  arachne_codegen] Generating Rust tokens"
modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM-COMLAN-data/validation-subjects/metamodels/Altarica.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM-COMLAN-data/validation-subjects/metamodels/Altarica.ecore: unsupported `eType` path `ecore:EClass http://www.eclipse.org/emf/2002/Ecore#//EObject` failed to parse structural features failed to parse class `IfThenElse` line 201, column 29 current parser state: | `` | `    <eStructuralFeatures xsi:type=""ecore:EReference"" name=""else"" eType=""ecore:EClass http://www.eclipse.org/emf/2002/Ecore#//EObject""` parsing failed"
modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM-COMLAN-data/validation-subjects/metamodels/ClassMM.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM-COMLAN-data/validation-subjects/metamodels/ClassMM.ecore: unexpected `eClassifiers` attribute `instanceClassName` line 33, column 94 current parser state: | `/>` | `  <eClassifiers xsi:type=""ecore:EDataType"" name=""Boolean"" instanceClassName=""java.lang.Boolean""/>` parsing failed"
modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM-COMLAN-data/validation-subjects/metamodels/Company.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM-COMLAN-data/validation-subjects/metamodels/Company.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2002/Ecore#//EDate` failed to parse structural features failed to parse class `PurchaseOrder` line 51, column 137 current parser state: | `` | `    <eStructuralFeatures xsi:type=""ecore:EReference"" name=""supplier"" lowerBound=""1""` parsing failed"
modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM-COMLAN-data/validation-subjects/metamodels/DSML.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM-COMLAN-data/validation-subjects/metamodels/DSML.ecore: unexpected package content line 4, column 3 current parser state: | `<eSubpackages name=""web"" nsURI=""dsml.web"" nsPrefix=""dsml"">` | `    <eClassifiers xsi:type=""ecore:EClass"" name=""Website"">` parsing failed"
modelset/raw-data/repo-ecore-all/data/MDEGroup/QMM-COMLAN-data/validation-subjects/metamodels/DeviceModelingLanguage.ecore,true,true,true,
