name,parse,generate,compile,error
modelset/raw-data/repo-ecore-all/data/jesusc/atl-tutorial/src/guigen.trafo.uml2gui/metamodels/wireframe.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/jesusc/atl-tutorial/src/guigen.trafo.uml2gui/metamodels/wireframe.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2002/Ecore#//ELongObject` failed to parse structural features failed to parse class `Widget` line 30, column 34 current parser state: | `` | `      <eAnnotations source=""http://www.eclipse.org/emf/2002/GenModel"">` parsing failed"
modelset/raw-data/repo-ecore-all/data/jesusc/bento/bin/zoo/uml2measure/OO_concept.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/jesusc/bento/componetization/bento.componetization.atl.metrics/metamodels/Measure.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/jesusc/bento/componetization/bento.componetization.atl.metrics/metamodels/Measure.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2002/Ecore#//EIntegerObject` failed to parse structural features failed to parse class `IntegerMeasure` line 67, column 119 current parser state: | `` | `  </eClassifiers>` parsing failed"
modelset/raw-data/repo-ecore-all/data/jesusc/bento/examples/evaluation/bento.benchmarks/components/oo2java/uml2java/SimpleUML.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/jesusc/bento/examples/evaluation/bento.benchmarks/tests/remove_multiple_inheritance/metamodels/SimpleUML.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/jesusc/bento/examples/evaluation/bento.componetization.atl.examples/bin/paper/metrics/Metrics.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/jesusc/bento/examples/evaluation/bento.componetization.atl.examples/bin/paper/metrics/Metrics.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2002/Ecore#//EDoubleObject` failed to parse structural features failed to parse class `Metric` line 13, column 161 current parser state: | `` | `  </eClassifiers>` parsing failed"
modelset/raw-data/repo-ecore-all/data/jesusc/bento/examples/evaluation/bento.componetization.atl.examples/src/paper/metrics/SimpleUML.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/jesusc/bento/examples/evaluation/bento.componetization.atl.examples/tmp_/UML2_concept.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/jesusc/bento/examples/evaluation/bento.componetization.atl.examples/tmp_/UML2_concept.ecore: unsupported `eType` path `ecore:EClass #//PackageableElement` failed to parse structural features failed to parse class `Package` line 12, column 29 current parser state: | `` | `  </eClassifiers>` parsing failed"
modelset/raw-data/repo-ecore-all/data/jesusc/bento/examples/evaluation/bento.componetization.atl.examples/tmp_/UML2_effective.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/jesusc/bento/examples/evaluation/bento.examples.flow_diagrams.petrinets/bindings/apromore2pn/apromore.ecore,true,true,true,
