name,parse,generate,compile,error
modelset/raw-data/repo-ecore-all/data/eclipse/emf.texo/runtime/org.eclipse.emf.texo.demo/model/library.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/eclipse/emf.texo/runtime/org.eclipse.emf.texo.demo/model/library.ecore: unsupported `eType` path `identifiable.ecore#//Identifiable` line 38, column 18 current parser state: | `` | `  <eClassifiers xsi:type=""ecore:EClass"" name=""Library"" eSuperTypes=""identifiable.ecore#//Identifiable"">` parsing failed"
modelset/raw-data/repo-ecore-all/data/eclipse/emf.texo/runtime/org.eclipse.emf.texo.demo/src-gen/org/eclipse/emf/texo/test/model/samples/accounting/accounting.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/eclipse/emf.texo/runtime/org.eclipse.emf.texo.demo/src-gen/org/eclipse/emf/texo/test/model/samples/accounting/accounting.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2003/XMLType#//String` failed to parse structural features failed to parse class `Account` line 11, column 82 current parser state: | `` | `      <eAnnotations source=""http:///org/eclipse/emf/ecore/util/ExtendedMetaData"">` parsing failed"
modelset/raw-data/repo-ecore-all/data/eclipse/emf.texo/tests/org.eclipse.emf.texo.modelgenerator.test/models/issues/bz325429.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/eclipse/emf.texo/tests/org.eclipse.emf.texo.modelgenerator.test/models/issues/bz461726.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/eclipse/emf.texo/tests/org.eclipse.emf.texo.modelgenerator.test/models/samples/Workflow.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/eclipse/emf.texo/tests/org.eclipse.emf.texo.modelgenerator.test/models/samples/graphiti.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/eclipse/emf.texo/tests/org.eclipse.emf.texo.modelgenerator.test/models/samples/graphiti.ecore: unexpected package content line 18, column 3 current parser state: | `<eSubpackages name=""pictograms"" nsURI=""http://eclipse.org/graphiti/mm/pictograms""` | `      nsPrefix=""pi"">` parsing failed"
modelset/raw-data/repo-ecore-all/data/eclipse/emf.texo/tests/org.eclipse.emf.texo.modelgenerator.test/models/samples/library.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/eclipse/emf.texo/tests/org.eclipse.emf.texo.modelgenerator.test/models/samples/library.ecore: unsupported `eType` path `identifiable.ecore#//Identifiable` line 80, column 18 current parser state: | `` | `  <eClassifiers` parsing failed"
modelset/raw-data/repo-ecore-all/data/eclipse/emf.texo/tests/org.eclipse.emf.texo.test/src/org/eclipse/emf/texo/test/emfissues/accounting.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/eclipse/emf.texo/tests/org.eclipse.emf.texo.test/src/org/eclipse/emf/texo/test/emfissues/accounting.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2003/XMLType#//String` failed to parse structural features failed to parse class `Account` line 12, column 82 current parser state: | `` | `      <eAnnotations source=""http:///org/eclipse/emf/ecore/util/ExtendedMetaData"">` parsing failed"
modelset/raw-data/repo-ecore-all/data/eclipse/featuremodel.metamodel/org.eclipse.featuremodel.metamodel/models/featuremodel.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/eclipse/featuremodel.metamodel/org.eclipse.featuremodel.metamodel/models/featuremodel.ecore: unknown builtit class URL `platform:/plugin/org.eclipse.emf.ecore/model/Ecore.ecore#//EInt` failed to parse structural features failed to parse class `AttributeValueInt` line 91, column 156 current parser state: | `` | `  </eClassifiers>` parsing failed"
modelset/raw-data/repo-ecore-all/data/eclipse/gemoc-studio/official_samples/K3FSM/language_workbench/org.eclipse.gemoc.example.k3fsm/model/k3fsm.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/eclipse/gemoc-studio/official_samples/K3FSM/language_workbench/org.eclipse.gemoc.example.k3fsm/model/k3fsm.ecore: Missing attribute `eType` in structural feature `name` failed to parse structural features failed to parse class `FSM` line 4, column 66 current parser state: | `` | `      <eType xsi:type=""ecore:EDataType"" href=""http://www.eclipse.org/emf/2002/Ecore#//EString""/>` parsing failed"
modelset/raw-data/repo-ecore-all/data/eclipse/gemoc-studio/official_samples/MelangeK3FSM/language_workbench/org.eclipse.gemoc.example.melangek3fsm.xsfsm/model-gen/XSFSMMT.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/eclipse/gemoc-studio/official_samples/MelangeK3FSM/language_workbench/org.eclipse.gemoc.example.melangek3fsm.xsfsm/model-gen/XSFSMMT.ecore: expected tag `>` failed to parse operation annotation failed to parse class operation failed to parse class `StateMachine` line 8, column 36 current parser state: | `/>` | `    </eOperations>` parsing failed"
modelset/raw-data/repo-ecore-all/data/eclipse/gemoc-studio/official_samples/MelangeK3FSM/language_workbench/org.eclipse.gemoc.example.melangek3fsm.xsfsm.xsfsm/model/XSFSM.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/eclipse/gemoc-studio/official_samples/MelangeK3FSM/language_workbench/org.eclipse.gemoc.example.melangek3fsm.xsfsm.xsfsm/model/XSFSM.ecore: expected tag `>` failed to parse operation annotation failed to parse class operation failed to parse class `StateMachine` line 8, column 36 current parser state: | `/>` | `    </eOperations>` parsing failed"
modelset/raw-data/repo-ecore-all/data/eclipse/gemoc-studio-execution-moccml/examples/moccmlTFSM/language_workbench/org.eclipse.gemoc.example.moccml.tfsm.model/model/tfsm.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/eclipse/gemoc-studio-modeldebugging/trace/tests_and_benchmarks/org.eclipse.gemoc.trace.metamodel.generator.test/model_inputs/model1.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/eclipse/gmf-tooling/plugins/org.eclipse.gmf.bridge.trace/model/trace.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/eclipse/gmf-tooling/plugins/org.eclipse.gmf.bridge.trace/model/trace.ecore: unsupported `eType` path `ecore:EClass http://www.eclipse.org/emf/2002/Ecore#//EClass` failed to parse class operation failed to parse class `MatchingTrace` line 31, column 110 current parser state: | `` | `    <eOperations name=""getEClassComparision"" eType=""ecore:EDataType http://www.eclipse.org/emf/2002/Ecore#//EString"">` parsing failed"
modelset/raw-data/repo-ecore-all/data/eclipse/gmf-tooling/plugins/org.eclipse.gmf.graphdef/models/gmfgraph.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/eclipse/gmf-tooling/test-examples/compartments/org.eclipse.gmf.tooling.examples.compartments/model/compartments.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/eclipse/gmf-tooling/tests/org.eclipse.gmf.tests/models/library/library.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/eclipse/gmf-tooling/tests/org.eclipse.gmf.tests/models/library/library.ecore: expected identifier failed to parse class annotation failed to parse class `Library` line 8, column 28 current parser state: | `/>` | `    </eAnnotations>` parsing failed"
modelset/raw-data/repo-ecore-all/data/eclipse/gmf-tooling/tests/org.eclipse.gmf.tests.lite/models/library/library.ecore,true,true,true,
