name,parse,generate,compile,error
modelset/raw-data/repo-ecore-all/data/tue-mdse/ocl-dataset/dataset/repos/sunwuliang/SlicingProject1.0/slices/SlicedUML2InsFSMderivedUnionIsReadOnly.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/tue-mdse/ocl-dataset/dataset/repos/sunwuliang/SlicingProject1.0/slices/SlicedUML2InsFSMinheritedMemberIsValid.ecore,true,false,false,"generate: timeout after 120s: /arachne/target/release/arachne generate modelset/raw-data/repo-ecore-all/data/tue-mdse/ocl-dataset/dataset/repos/sunwuliang/SlicingProject1.0/slices/SlicedUML2InsFSMinheritedMemberIsValid.ecore -o /var/folders/24/3kt9vzrj6qzd_r760kn9ybsm0000gn/T/arachne-modelset-wktvka86/generated-00002 -p modelset-00002-2aff51d0 [INFO  arachne] Starting code generation [INFO  arachne_codegen] Validating configuration [INFO  arachne_codegen] Parsing ecore metamodel: ""modelset/raw-data/repo-ecore-all/data/tue-mdse/ocl-dataset/dataset/repos/sunwuliang/SlicingProject1.0/slices/SlicedUML2InsFSMinheritedMemberIsValid.ecore"" [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `1` to `package` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `2` to `private` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `3` to `protected` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `4` to `public` [INFO  arachne_codegen] Generating Rust tokens [INFO  arachne_codegen] Generating classifiers... [INFO  arachne_codegen] Generating reference manager..."
modelset/raw-data/repo-ecore-all/data/tue-mdse/ocl-dataset/dataset/repos/sunwuliang/SlicingProject1.0/slices/SlicedUML2InsFSMnAryAssociationsOwnTheirEnds.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/tue-mdse/ocl-dataset/dataset/repos/sunwuliang/SlicingProject1.0/slices/SlicedUML2InsFSMonlyBinaryAssociationCanBeAggregations.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/tue-mdse/ocl-dataset/dataset/repos/sunwuliang/SlicingProject1.0/slices/SlicedUML2InsFSMspecializedAssociationsHasSameNumberOfEnds.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/tue-mdse/ocl-dataset/dataset/repos/sunwuliang/SlicingProject1.0/slices/SlicedUML2InsHTML.ecore,true,false,false,"generate: timeout after 120s: /arachne/target/release/arachne generate modelset/raw-data/repo-ecore-all/data/tue-mdse/ocl-dataset/dataset/repos/sunwuliang/SlicingProject1.0/slices/SlicedUML2InsHTML.ecore -o /var/folders/24/3kt9vzrj6qzd_r760kn9ybsm0000gn/T/arachne-modelset-wktvka86/generated-00006 -p modelset-00006-0fa01804 [INFO  arachne] Starting code generation [INFO  arachne_codegen] Validating configuration [INFO  arachne_codegen] Parsing ecore metamodel: ""modelset/raw-data/repo-ecore-all/data/tue-mdse/ocl-dataset/dataset/repos/sunwuliang/SlicingProject1.0/slices/SlicedUML2InsHTML.ecore"" [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `1` to `package` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `2` to `private` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `3` to `protected` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `4` to `public` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `1` to `in` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `2` to `inout` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `3` to `out` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `4` to `return` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `1` to `composite` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `2` to `none` [WARN  ecore_rs::parser::raw] XML-level class literal redefinition for `literal` from `3` to `shared` [INFO  arachne_codegen] Generating Rust tokens [INFO  arachne_codegen] Generating classifiers..."
modelset/raw-data/repo-ecore-all/data/tue-mdse/ocl-dataset/dataset/repos/sunwuliang/SlicingProject1.0/slices/SlicedUML2InsHTMLderivedUnionIsDerived.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/tue-mdse/ocl-dataset/dataset/repos/sunwuliang/SlicingProject1.0/slices/SlicedUML2InsHTMLmustBeOwnedHasOwner.ecore,true,false,false,"generate: timeout after 120s: /arachne/target/release/arachne generate modelset/raw-data/repo-ecore-all/data/tue-mdse/ocl-dataset/dataset/repos/sunwuliang/SlicingProject1.0/slices/SlicedUML2InsHTMLmustBeOwnedHasOwner.ecore -o /var/folders/24/3kt9vzrj6qzd_r760kn9ybsm0000gn/T/arachne-modelset-wktvka86/generated-00008 -p modelset-00008-6e17e353 [INFO  arachne] Starting code generation [INFO  arachne_codegen] Validating configuration [INFO  arachne_codegen] Parsing ecore metamodel: ""modelset/raw-data/repo-ecore-all/data/tue-mdse/ocl-dataset/dataset/repos/sunwuliang/SlicingProject1.0/slices/SlicedUML2InsHTMLmustBeOwnedHasOwner.ecore"" [INFO  arachne_codegen] Generating Rust tokens [INFO  arachne_codegen] Generating classifiers..."
modelset/raw-data/repo-ecore-all/data/tue-mdse/ocl-dataset/dataset/repos/sunwuliang/SlicingProject1.0/slices/SlicedUML2InsHTMLnAryAssociationsOwnTheirEnds.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/tue-mdse/ocl-dataset/dataset/repos/sunwuliang/SlicingProject1.0/slices/SlicedUML2InsHTMLsubsetRequiresDifferentName.ecore,true,false,false,"generate: timeout after 120s: /arachne/target/release/arachne generate modelset/raw-data/repo-ecore-all/data/tue-mdse/ocl-dataset/dataset/repos/sunwuliang/SlicingProject1.0/slices/SlicedUML2InsHTMLsubsetRequiresDifferentName.ecore -o /var/folders/24/3kt9vzrj6qzd_r760kn9ybsm0000gn/T/arachne-modelset-wktvka86/generated-00010 -p modelset-00010-cb1aa13f [INFO  arachne] Starting code generation [INFO  arachne_codegen] Validating configuration [INFO  arachne_codegen] Parsing ecore metamodel: ""modelset/raw-data/repo-ecore-all/data/tue-mdse/ocl-dataset/dataset/repos/sunwuliang/SlicingProject1.0/slices/SlicedUML2InsHTMLsubsetRequiresDifferentName.ecore"" [INFO  arachne_codegen] Generating Rust tokens [INFO  arachne_codegen] Generating classifiers... [INFO  arachne_codegen] Generating reference manager... [INFO  arachne_codegen] Generating package..."
