name,parse,generate,compile,error
modelset/raw-data/repo-ecore-all/data/AlbiDode/Project/QVT/TransQVT/MetaModel/TransitionQVT.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/AlbiDode/Project/QVT/TransQVT/MetaModel/TransitionQVT.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2002/Ecore#//EIntegerObject` failed to parse structural features failed to parse class `A` line 10, column 151 current parser state: | `` | `  </eClassifiers>` parsing failed"
modelset/raw-data/repo-ecore-all/data/AlexAalbertsberg/model-driven-engineering/Tutorial/model/Tutorial.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/AlexAalbertsberg/model-driven-engineering/Tutorial/model/Tutorial.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2002/Ecore#//EBigInteger` failed to parse structural features failed to parse class `Book` line 35, column 145 current parser state: | `` | `    <eStructuralFeatures xsi:type=""ecore:EReference"" name=""library"" eType=""#//Library""` parsing failed"
modelset/raw-data/repo-ecore-all/data/AlexAalbertsberg/model-driven-engineering/com.adsa.emf.sql.model/model/model.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/AlexAalbertsberg/model-driven-engineering/org.rdf2jgrapht.codegen/src/models/jgrapht.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/AlexAalbertsberg/model-driven-engineering/rdf2graph/jgrapht.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/AlexAalbertsberg/model-driven-engineering/school/model/school.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/AlexAalbertsberg/model-driven-engineering/school/model/school.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2002/Ecore#//EBigInteger` failed to parse structural features failed to parse class `CourseResult` line 59, column 144 current parser state: | `` | `  </eClassifiers>` parsing failed"
modelset/raw-data/repo-ecore-all/data/AlexanderKnueppel/Skeditor/Plugins/de.tubs.skeditor/model/SkillGraph.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/Alexandra93/DT/dt.class.design.model/model/design.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/Alexandra93/DT/dt.workflow.generator/src/metamodel/workflow.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/Alexandra93/DT/dt.workflow.generator/src/metamodel/workflow.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2002/Ecore#//EBooleanObject` failed to parse structural features failed to parse class `VariableDeclaration` line 53, column 152 current parser state: | `` | `  </eClassifiers>` parsing failed"
modelset/raw-data/repo-ecore-all/data/Alexandra93/DT/dt.workflow.model/model/workflow.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/Alexandra93/DT/dt.workflow.model/model/workflow.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2002/Ecore#//EBooleanObject` failed to parse structural features failed to parse class `VariableDeclaration` line 53, column 152 current parser state: | `` | `  </eClassifiers>` parsing failed"
modelset/raw-data/repo-ecore-all/data/AlexandreRio/WhileToLuaTranspiler/org.xtext.tl.mydsl/model/generated/MyDsl.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/AlexandreRio/WhileToLuaTranspiler/org.xtext.tl.mydsl/model/generated/MyDsl.ecore: unsupported `eType` path `ecore:EClass http://www.eclipse.org/emf/2002/Ecore#//EObject` failed to parse structural features failed to parse class `Eq` line 83, column 29 current parser state: | `` | `    <eStructuralFeatures xsi:type=""ecore:EReference"" name=""exprEq2"" eType=""ecore:EClass http://www.eclipse.org/emf/2002/Ecore#//EObject""` parsing failed"
modelset/raw-data/repo-ecore-all/data/AlmazNasibullin/GitTestProject/org.eclipse.emf.examples.library/model/extlibrary.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/AlmazNasibullin/GitTestProject/org.eclipse.emf.examples.library/model/extlibrary.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2002/Ecore#//EDate` failed to parse structural features failed to parse class `Item` line 71, column 80 current parser state: | `` | `  </eClassifiers>` parsing failed"
modelset/raw-data/repo-ecore-all/data/AmerPecuj/MBSE/dk.dtu.compute.mbse.petrinet/model/petrinet.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/AmmarHasan/EMF_Project_OCL_task7/model/sourceModel.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/AmmarHasan/EMF_Project_OCL_task7/model/sourceModel.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2002/Ecore#//EBigInteger` failed to parse structural features failed to parse class `Person` line 10, column 157 current parser state: | `` | `    <eStructuralFeatures xsi:type=""ecore:EReference"" name=""likes"" lowerBound=""1"" eType=""#//Person""/>` parsing failed"
modelset/raw-data/repo-ecore-all/data/AngelMorenoMDE/cevinedit/fr.inria.atlanmod.notationEvaluation.mapping/model/notation.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/AngelMorenoMDE/cevinedit/org.kybele.cevinedit.model/model/cevinedit.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/AngelMorenoMDE/kybdele_entity_relationship/es.kybele.kybdele.models.entityrelationship.model/model/EntityRelationship.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/AngeloFerrando/trace_expression_plugin_eclipse/it.unige.dibris.trace_expression_language/model/generated/TExp.ecore,true,false,false,"generate: timeout after 120s: /arachne/target/debug/arachne generate modelset/raw-data/repo-ecore-all/data/AngeloFerrando/trace_expression_plugin_eclipse/it.unige.dibris.trace_expression_language/model/generated/TExp.ecore -o /var/folders/24/3kt9vzrj6qzd_r760kn9ybsm0000gn/T/arachne-modelset-3btihtmv/generated-00047 -p modelset-00047-c33bb08a [INFO  arachne] Starting code generation [INFO  arachne_codegen] Validating configuration [INFO  arachne_codegen] Parsing ecore metamodel: ""modelset/raw-data/repo-ecore-all/data/AngeloFerrando/trace_expression_plugin_eclipse/it.unige.dibris.trace_expression_language/model/generated/TExp.ecore"" [INFO  arachne_codegen] Generating Rust tokens"
modelset/raw-data/repo-ecore-all/data/AniketosEU/Secure-Service-Specification-and-Deployment/Service Composition Framework/eu.aniketos.mtm.model/model/DI.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/AniketosEU/Secure-Service-Specification-and-Deployment/Service Composition Framework/eu.aniketos.mtm.model/model/DI.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2003/XMLType#//String` failed to parse structural features failed to parse class `Diagram` line 12, column 148 current parser state: | `` | `      <eAnnotations source=""http:///org/eclipse/emf/ecore/util/ExtendedMetaData"">` parsing failed"
modelset/raw-data/repo-ecore-all/data/AniketosEU/Secure-Service-Specification-and-Deployment/Service Composition Framework/org.activiti.designer.model.aniketosBPMN/model/BPMNDI.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/AniketosEU/Secure-Service-Specification-and-Deployment/Service Composition Framework/org.activiti.designer.model.aniketosBPMN/model/BPMNDI.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2002/Ecore#//EFeatureMapEntry` failed to parse structural features failed to parse class `DocumentRoot` line 22, column 90 current parser state: | `` | `      <eAnnotations source=""http:///org/eclipse/emf/ecore/util/ExtendedMetaData"">` parsing failed"
modelset/raw-data/repo-ecore-all/data/AnisBoubaker/RollBackPoint/models/amazon_sd/AmazonInformational.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/AnisBoubaker/RollBackPoint/models/core/cbpmn.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/AnisBoubaker/RollBackPoint/models/core/cbpmn.ecore: unknown builtit class URL `platform:/plugin/org.eclipse.emf.ecore/model/Ecore.ecore#//EString` failed to parse structural features failed to parse class `ProcessModel` line 15, column 47 current parser state: | `` | `  </eClassifiers>` parsing failed"
modelset/raw-data/repo-ecore-all/data/AnisBoubaker/cbpmn/models/Processes/AmazonSD/AmazonInformational.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/AnisBoubaker/cbpmn/models/cbpmn.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/AnisBoubaker/cbpmn/models/cbpmn.ecore: unknown builtit class URL `platform:/plugin/org.eclipse.emf.ecore/model/Ecore.ecore#//EString` failed to parse structural features failed to parse class `ProcessModel` line 23, column 47 current parser state: | `` | `  </eClassifiers>` parsing failed"
modelset/raw-data/repo-ecore-all/data/AnisBoubaker/cbpmn/models/cbpmni.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/AnisBoubaker/cbpmn/models/cbpmni.ecore: unsupported `eType` path `ecore:EClass cbpmn.ecore#//ProcessModel` failed to parse structural features failed to parse class `ProcessInst` line 11, column 121 current parser state: | `` | `    <eStructuralFeatures xsi:type=""ecore:EReference"" name=""tokens"" upperBound=""-1""` parsing failed"
modelset/raw-data/repo-ecore-all/data/Antonio-JP/rioko.hamiltonian/rioko.cliques/model/Graph.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/ArendtTh/Seminar-Eclipse-WS201415/de.unimarburg.swt.fopra.model/model/fopramodel.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/ArendtTh/Seminar-Eclipse-WS201415/de.unimarburg.swt.fopra.model/model/fopramodel.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2002/Ecore#//EDate` failed to parse structural features failed to parse class `FoPra` line 10, column 138 current parser state: | `` | `    <eStructuralFeatures xsi:type=""ecore:EAttribute"" name=""end"" eType=""ecore:EDataType http://www.eclipse.org/emf/2002/Ecore#//EDate""/>` parsing failed"
modelset/raw-data/repo-ecore-all/data/AresEkb/EMFTextTowerOfPisa/org.emftext.language.top/metamodel/top.ecore,true,false,false,"generate: timeout after 120s: /arachne/target/debug/arachne generate modelset/raw-data/repo-ecore-all/data/AresEkb/EMFTextTowerOfPisa/org.emftext.language.top/metamodel/top.ecore -o /var/folders/24/3kt9vzrj6qzd_r760kn9ybsm0000gn/T/arachne-modelset-3btihtmv/generated-00057 -p modelset-00057-ddc20e70 [INFO  arachne] Starting code generation [INFO  arachne_codegen] Validating configuration [INFO  arachne_codegen] Parsing ecore metamodel: ""modelset/raw-data/repo-ecore-all/data/AresEkb/EMFTextTowerOfPisa/org.emftext.language.top/metamodel/top.ecore"" [INFO  arachne_codegen] Generating Rust tokens"
modelset/raw-data/repo-ecore-all/data/AresEkb/sql/org.emftext.language.sql/model/sql.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/AresEkb/sql/org.emftext.language.sql/model/sql.ecore: unexpected package content line 8, column 3 current parser state: | `<eSubpackages name=""common"" nsURI=""http://www.emftext.org/language/sql/common"" nsPrefix=""common"">` | `    <eAnnotations source=""http://www.eclipse.org/emf/2002/Ecore"">` parsing failed"
modelset/raw-data/repo-ecore-all/data/Arnaud-Sibade-Tlse/ICE_DSL/workspace_modeling/SAAP/model/sAAP.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/ArneDeutsch/xtext-gradle-example/org.xtext.example.mydsl1.parent/org.xtext.example.mydsl1/model/generated/MyDsl1.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/ArneDeutsch/xtext-gradle-example/org.xtext.example.mydsl2.parent/org.xtext.example.mydsl2/model/generated/MyDsl2.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/ArsalanYounus007/FinalStateofZohoclient/Java Client/src/org/restlet/test/ext/emf/Test.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/ArsenShnurkov/GrGen/examples/HelloWorld-TTC2011/graph1.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/ArsenShnurkov/GrGen/examples/HelloWorld-TTC2011/graph2.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/ArsenShnurkov/GrGen/examples/HelloWorld-TTC2011/graph3.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/ArsenShnurkov/GrGen/examples/HelloWorld-TTC2011/helloworldext.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/ArthurVard/professor-fish-all/101companies/implementations/atl/Company.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/ArthurVard/professor-fish-all/101companies/implementations/atl2/Company.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/Axellience/emfgwt/emf-ecore/model/Ecore.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/Axellience/emfgwt/emf-ecore/model/Ecore.ecore: Missing attribute `eType` in structural feature `instanceClass` failed to parse structural features failed to parse class `EClassifier` line 120, column 57 current parser state: | `` | `      <eGenericType eClassifier=""#//EJavaClass"">` parsing failed"
modelset/raw-data/repo-ecore-all/data/BGCX067/ezrealtime-svn-to-git/trunk/br.ufam.ezrealtime.modeling/dsl/metamodel/My.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/BGCX067/fabr3c-svn-to-git/trunk/org.reliablesource.cuttlefish.core/uml/class diagrams/orgreliablesourcecuttlefishcoremodel.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/BGCX067/fabr3c-svn-to-git/trunk/org.reliablesource.cuttlefish.core/uml/class diagrams/orgreliablesourcecuttlefishcoremodel.ecore: unexpected package content line 8, column 3 current parser state: | `<eSubpackages name=""internal"" nsURI=""http:///orgreliablesourcecuttlefishcoremodel/internal.ecore""` | `      nsPrefix=""orgreliablesourcecuttlefishcoremodel.internal"">` parsing failed"
modelset/raw-data/repo-ecore-all/data/BGCX261/zoomenv-hg-to-git/emf.model/model/Library.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/BGCX261/zoomenv-svn-to-git/sandbox/test.emf.model1/model/Library.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/BGCX261/zoomenv-svn-to-git/trunk/zoomenv.client/model/zcsml.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/BGCX261/zoomenv-svn-to-git/trunk/zoomenv.client/model/zcsml.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2002/Ecore#//EBooleanObject` failed to parse structural features failed to parse class `CSElement` line 9, column 37 current parser state: | `` | `    <eStructuralFeatures xsi:type=""ecore:EReference"" name=""stroke"" eType=""#//CSStroke""` parsing failed"
modelset/raw-data/repo-ecore-all/data/BackupTheBerlios/diva-unix-svn/trunk/divastudio/plugins/diva.model/model/old/DiVA.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/BackupTheBerlios/diva-unix-svn/trunk/divastudio/plugins/diva.model/model/old/DiVA.ecore: unsupported `eType` path `//BaseModel` failed to parse structural features failed to parse class `VariabilityModel` line 4, column 102 current parser state: | `` | `    <eStructuralFeatures xsi:type=""ecore:EReference"" name=""context"" upperBound=""-1"" eType=""//Variable"" containment=""true""/>` parsing failed"
modelset/raw-data/repo-ecore-all/data/BackupTheBerlios/diva-unix-svn/trunk/divastudio/plugins/diva.model/model/old/DiVA_Merged.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/BackupTheBerlios/diva-unix-svn/trunk/divastudio/plugins/diva.model/model/old/DiVA_Merged.ecore: unsupported `eType` path `//BaseModel` failed to parse structural features failed to parse class `VariabilityModel` line 4, column 102 current parser state: | `` | `    <eStructuralFeatures xsi:type=""ecore:EReference"" name=""context"" upperBound=""-1"" eType=""//Variable"" containment=""true""/>` parsing failed"
modelset/raw-data/repo-ecore-all/data/BackupTheBerlios/diva-unix-svn/trunk/divastudio/plugins/diva.model/model/old/DiVA_Merged_visitor.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/BackupTheBerlios/diva-unix-svn/trunk/divastudio/plugins/diva.model/model/old/DiVA_Merged_visitor.ecore: unexpected operation content failed to parse class operation failed to parse class `VariabilityModel` line 15, column 7 current parser state: | `<eGenericType eTypeParameter=""#//VariabilityModel/accept/R""/>` | `      <eTypeParameters name=""C""/>` parsing failed"
modelset/raw-data/repo-ecore-all/data/BackupTheBerlios/diva-unix-svn/trunk/divastudio/plugins/org.kermeta.art.model/model/aom/metamodel@runtime_relaxed.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/BackupTheBerlios/diva-unix-svn/trunk/divastudio/plugins/org.kermeta.art.model/model/aom/metamodel@runtime_relaxed.ecore: unexpected `eClassifiers` attribute `instanceClassName` line 34, column 94 current parser state: | `/>` | `  <eClassifiers xsi:type=""ecore:EDataType"" name=""Boolean"" instanceClassName=""java.lang.Boolean""/>` parsing failed"
modelset/raw-data/repo-ecore-all/data/BackupTheBerlios/diva-unix-svn/trunk/divastudio/plugins/org.kermeta.art.model/model/metamodel@runtime.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/BackupTheBerlios/diva-unix-svn/trunk/divastudio/plugins/org.kermeta.art.model/model/metamodel@runtime.ecore: unexpected `eClassifiers` attribute `instanceClassName` line 26, column 94 current parser state: | `/>` | `  <eClassifiers xsi:type=""ecore:EDataType"" name=""Boolean"" instanceClassName=""java.lang.Boolean""/>` parsing failed"
modelset/raw-data/repo-ecore-all/data/BackupTheBerlios/genfw/examples/tutorial1.gen.beans/model/beans.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/BackupTheBerlios/oslo-project-svn/trunk/org.oslo.ocl20.examples/models/Company.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/BackupTheBerlios/rcpviewer-svn/trunk/spikes/teds-workspace/de.berlios.rcpviewer.examples/src/ppo.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/BackupTheBerlios/rcpviewer-svn/trunk/spikes/teds-workspace/de.berlios.rcpviewer.examples/src/ppo.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2002/Ecore#//EDate` failed to parse structural features failed to parse class `Item` line 11, column 141 current parser state: | `` | `    <eStructuralFeatures xsi:type=""ecore:EAttribute"" name=""partNum"" eType=""#//SKU""/>` parsing failed"
modelset/raw-data/repo-ecore-all/data/BackupTheBerlios/replicross-svn/fr.uha.ensisa.DataBase/src/fr/uha/ensisa/DataBase/DataBase.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/BackupTheBerlios/tef-svn/branches/trunk-release-0.5.0-31-10-2007/hub.sam.tef/templates/editor/resources/expressions.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/BackupTheBerlios/tef-svn/tags/2008-09-18_release_1.0.7/hub.sam.tef.ui/templates/text-editor/resources/expressions.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/BackupTheBerlios/tef-svn/trunk/hub.sam.tef.ocl/resources/OCLCST.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/BackupTheBerlios/tef-svn/trunk/hub.sam.tef.ocl/resources/OCLCST.ecore: unexpected package content line 6, column 3 current parser state: | `<eSubpackages name=""cst"" nsURI=""http://www.eclipse.org/OCL2/1.0.0/ocl/cst"" nsPrefix=""ocl.cst"">` | `    <eClassifiers xsi:type=""ecore:EClass"" name=""CSTNode"" abstract=""true"">` parsing failed"
modelset/raw-data/repo-ecore-all/data/BackupTheBerlios/wave-svn/trunk/de.gulden.modeling.wave/model/wave.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/BackupTheBerlios/wave-svn/trunk/de.gulden.modeling.wave/model/wave.ecore: unexpected package attribute `xmi:id` expected one of `name` `nsURI` `nsPrefix` `xmi:version` `xmlns:xmi` `xmlns:xsi` `xmlns:ecore` line 5, column 5 current parser state: | `name=""wave"" nsURI=""http://jensgulden.de/modeling/wave"" nsPrefix=""wave"">` | `  <eClassifiers xsi:type=""ecore:EClass"" xmi:id=""_TD2hAeGuEd6cOJBz96zHHQ"" name=""Classifier""` parsing failed"
modelset/raw-data/repo-ecore-all/data/BanafshehAzizi/SEET/evaluation/seet.evaluation.correctness&completeness/Families2Persons.mutants/metamodels/Families.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/BanafshehAzizi/SEET/evaluation/seet.evaluation.scalability/Newsletter2HTML/metamodels/HTML.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/BanafshehAzizi/SEET/evaluation/seet.evaluation.scalability/Newsletter2HTML/metamodels/HTML.ecore: unexpected package content line 104, column 1 current parser state: | `</ecore:EPackage>` parsing failed"
modelset/raw-data/repo-ecore-all/data/BanafshehAzizi/SEET/evaluation/seet.evaluation.scalability/OO2DB-Reduced/metamodels/DB.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/BanafshehAzizi/SEET/evaluation/seet.evaluation.scalability/OO2DB-Reduced/metamodels/DB.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2002/Ecore#//EBooleanObject` failed to parse structural features failed to parse class `ForeignKey` line 31, column 148 current parser state: | `` | `  </eClassifiers>` parsing failed"
modelset/raw-data/repo-ecore-all/data/BanafshehAzizi/SEET/evaluation/seet.evaluation.usefulness&usability/Families2Persons/metamodels/Families.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/BanafshehAzizi/SEET/plugins/anatlyzer/anatlyzer.atl.standalone.api/examples/workflow2pn/metamodels/petri_nets.ecore,true,true,true,
modelset/raw-data/repo-ecore-all/data/BanafshehAzizi/SEET/plugins/anatlyzer/anatlyzer.atl.typing/model/ext.ecore,false,false,false,"parse: failed to parse modelset/raw-data/repo-ecore-all/data/BanafshehAzizi/SEET/plugins/anatlyzer/anatlyzer.atl.typing/model/ext.ecore: unexpected package content line 7, column 3 current parser state: | `<eSubpackages name=""ATL"" nsURI=""http://anatlyzer/atlext/ATL"" nsPrefix=""atl_ext_atl"">` | `    <eClassifiers xsi:type=""ecore:EClass"" name=""LocatedElement"">` parsing failed"
